Modality,Metric,CI Lower,CI Upper,Mean Effect Size,Group,Brain Feature,Brain Region,Variable Name
cortical_thickness,reconstruction_deviation_105,0.041008672197217995,0.15332381953047813,0.09175739802719275,high_test,mrisdp_106,R G_subcallosal,Cortical thickness in mm for right hemisphere cortical Destrieux ROI subcallosal gyrus
cortical_thickness,reconstruction_deviation_108,0.014400921658986175,0.13306451612903225,0.07349272098868874,exter_test,mrisdp_109,R G_temp_sup-Plan_polar,Cortical thickness in mm for right hemisphere cortical Destrieux ROI planum polare of the superior temporal gyrus
cortical_thickness,reconstruction_deviation_111,0.0005802374268822431,0.14852509918923582,0.07271908667492591,high_test,mrisdp_112,R G_temporal_middle,Cortical thickness in mm for right hemisphere cortical Destrieux ROI middle temporal gyrus
cortical_thickness,reconstruction_deviation_112,0.001021156263091747,0.08810745705906996,0.04039997905320486,exter_test,mrisdp_113,R Lat_Fis-ant-Horizont,Cortical thickness in mm for right hemisphere cortical Destrieux ROI horizontal ramus of the anterior segment of the lateral sulcus
cortical_thickness,reconstruction_deviation_114,0.04428904428904429,0.1320267335447601,0.08773776887249374,inter_test,mrisdp_115,R Lat_Fis-post,Cortical thickness in mm for right hemisphere cortical Destrieux ROI posterior ramus of the lateral sulcus
cortical_thickness,reconstruction_deviation_115,0.02626911355564107,0.12696664499321045,0.08342890000575011,inter_test,mrisdp_116,R Pole_occipital,Cortical thickness in mm for right hemisphere cortical Destrieux ROI occipital pole
cortical_thickness,reconstruction_deviation_115,0.018489187197139587,0.12867156993429202,0.07642758793733435,high_test,mrisdp_116,R Pole_occipital,Cortical thickness in mm for right hemisphere cortical Destrieux ROI occipital pole
cortical_thickness,reconstruction_deviation_124,0.019466302198750018,0.07802001919648978,0.04863420071389711,inter_test,mrisdp_125,R S_collat_transv_post,Cortical thickness in mm for right hemisphere cortical Destrieux ROI posterior transverse collateral sulcus
cortical_thickness,reconstruction_deviation_127,0.007593213238374529,0.12371700879765396,0.06680901759530793,exter_test,mrisdp_128,R S_front_sup,Cortical thickness in mm for right hemisphere cortical Destrieux ROI superior frontal sulcus
cortical_thickness,reconstruction_deviation_130,0.03435274403016338,0.1288227901131127,0.0795198732718894,exter_test,mrisdp_131,R S_oc_middle_and_Lunatus,Cortical thickness in mm for right hemisphere cortical Destrieux ROI middle occipital sulcus and lunatus sulcus
cortical_thickness,reconstruction_deviation_131,0.02692615302585977,0.16072576724638135,0.09253570028384588,high_test,mrisdp_132,R S_oc_sup_and_transversal,Cortical thickness in mm for right hemisphere cortical Destrieux ROI superior occipital sulcus and transverse occipital sulcus
cortical_thickness,reconstruction_deviation_138,0.0018709942808614536,0.08153200373314225,0.040826519464090626,inter_test,mrisdp_139,R S_parieto_occipital,Cortical thickness in mm for right hemisphere cortical Destrieux ROI parieto-occipital sulcus
cortical_thickness,reconstruction_deviation_139,0.04647408252721346,0.14913549448653812,0.10061747234422756,inter_test,mrisdp_140,R S_pericallosal,Cortical thickness in mm for right hemisphere cortical Destrieux ROI pericallosal sulcus
cortical_thickness,reconstruction_deviation_139,0.022543988269794722,0.16660557184750732,0.10093789275240889,exter_test,mrisdp_140,R S_pericallosal,Cortical thickness in mm for right hemisphere cortical Destrieux ROI pericallosal sulcus
cortical_thickness,reconstruction_deviation_140,0.02865761689291101,0.11818226049725102,0.07106306091125825,inter_test,mrisdp_141,R S_postcentral,Cortical thickness in mm for right hemisphere cortical Destrieux ROI postcentral sulcus
cortical_thickness,reconstruction_deviation_140,0.07548701298701299,0.18941139505655635,0.13545067029744448,exter_test,mrisdp_141,R S_postcentral,Cortical thickness in mm for right hemisphere cortical Destrieux ROI postcentral sulcus
cortical_thickness,reconstruction_deviation_141,0.0478110599078341,0.16464180980310011,0.11596496648512777,exter_test,mrisdp_142,R S_precentral-inf-part,Cortical thickness in mm for right hemisphere cortical Destrieux ROI inferior part of the precentral sulcus
cortical_thickness,reconstruction_deviation_144,0.0051706674097565936,0.10148042975367454,0.054839213917012776,inter_test,mrisdp_145,R S_subparietal,Cortical thickness in mm for right hemisphere cortical Destrieux ROI subparietal sulcus
cortical_thickness,reconstruction_deviation_145,0.0049318170760296,0.10316122839842005,0.05687361721137812,inter_test,mrisdp_146,R S_temporal_inf,Cortical thickness in mm for right hemisphere cortical Destrieux ROI inferior temporal sulcus
cortical_thickness,reconstruction_deviation_147,0.02344472846456631,0.11167218153590415,0.06726993586024119,high_test,mrisdp_148,R S_temporal_transverse,Cortical thickness in mm for right hemisphere cortical Destrieux ROI transverse temporal sulcus
